Evaluation/AverageDiscountedReturn,EnvExecTime,Evaluation/AverageReturn,policy/LossAfter,policy/LossBefore,Evaluation/NumTrajs,Evaluation/Iteration,Evaluation/MinReturn,policy/KLBefore,policy/Entropy,policy/KL,policy/dLoss,LinearFeatureBaseline/ExplainedVariance,Evaluation/MaxReturn,policy/Perplexity,Evaluation/StdReturn,Evaluation/CompletionRate,Extras/EpisodeRewardMean,PolicyExecTime,ProcessExecTime,TotalEnvSteps
-5122.656215305572,0.12340354919433594,-5122.656215305572,-0.05669654160737991,1.5313446510845097e-08,92,0,-22000.0,0.0,2.8354231642168974,0.009350382,0.056696556920826424,1.247730625486554e-07,-46.10959684571876,17.037608481417333,6669.698833383816,0.0,-5122.656215305572,0.2599489688873291,0.011492729187011719,1012
-3682.572930099824,0.12639498710632324,-3682.572930099824,-0.050207432359457016,5.65419533415934e-09,92,1,-21876.58140044791,0.0,2.811854185322999,0.0067630224,0.05020743801365235,0.20720446605522413,-46.65952267381491,16.64074465549566,5978.79925613292,0.0,-3904.8716357540607,0.10683941841125488,0.012455224990844727,2024
-1294.4599289217147,0.11686062812805176,-1294.4599289217144,-0.03874959796667099,-1.77871566364729e-08,92,2,-14286.900549431759,0.0,2.812452957093009,0.0067939106,0.038749580179514354,-0.24851986061663656,-44.86610191073949,16.65071164730619,2627.886064815634,0.0,-1564.2004633432682,0.10672569274902344,0.011055707931518555,3036
-746.0244168888348,0.12228965759277344,-746.0244168888348,-0.035096511244773865,-5.65419533415934e-09,92,3,-12080.428872590861,0.0,2.7821276517724804,0.0065262592,0.03509650559057853,0.148902721044745,-39.80303997151724,16.15335312202216,1986.5929516995523,0.0,-771.7087087305471,0.10849308967590332,0.011613130569458008,4048
-302.47255421718256,0.12151217460632324,-302.4725542171826,-0.018322426825761795,6.360969972973862e-09,92,4,-6052.393731308783,0.0,2.7608758376049902,0.009282984,0.018322433186731768,-0.21926326846860045,-37.01395496915751,15.813687106599687,908.6507860461359,0.0,-303.1768545130734,0.11148333549499512,0.012389659881591797,5060
-551.091510069094,0.12434697151184082,-551.0915100690939,-0.037157412618398666,-1.413548833539835e-09,92,5,-12577.973753471848,0.0,2.7099377779150196,0.0070069293,0.03715741120484983,0.038863348448232804,-44.845521329940176,15.028340391110097,1833.4998848244356,0.0,-512.3383224772809,0.10985827445983887,0.01198434829711914,6072
-144.91877372283872,0.12150025367736816,-144.91877372283875,-0.023689664900302887,1.413548833539835e-09,92,6,-4044.810828110636,0.0,2.706497614562747,0.0060119554,0.02368966631385172,-1.6415050130946027,-45.205523592141105,14.976729271492532,468.30707912033085,0.0,-159.96415186642676,0.11048197746276855,0.011660337448120117,7084
-177.14247569453374,0.12057065963745117,-177.14247569453372,-0.036167584359645844,-0.0,92,7,-2944.6457479402325,0.0,2.6898637251420454,0.0073566367,0.036167584359645844,-0.1172280899112319,-49.744202700200546,14.729668500182642,427.41720334053275,0.0,-168.11347332344786,0.10846161842346191,0.011518716812133789,8096
-141.09718307580502,0.128068208694458,-141.09718307580502,-0.013595346361398697,1.413548833539835e-09,92,8,-3906.3359806350054,0.0,2.6630743577075098,0.0048679654,0.01359534777494753,0.004581491761247003,-47.4744683678009,14.340308636488057,448.00431293071006,0.0,-135.47480541688398,0.11502337455749512,0.012555837631225586,9108
-67.8201165733737,0.12573933601379395,-67.8201165733737,-0.019531216472387314,4.523356267327472e-08,92,9,-109.06746749863319,0.0,2.6658322782855732,0.007223542,0.019531261705949987,-5.71946152982694,-39.32753480502523,14.379912656039895,8.854948280632337,0.0,-67.64956708172858,0.12166357040405273,0.01237940788269043,10120
-107.09340598546724,0.12012195587158203,-107.09340598546724,-0.04256032407283783,-2.5915063428527674e-09,92,10,-2060.5830467707233,0.0,2.6396841418601777,0.0071637123,0.04256032148133149,0.0693701946873323,-51.40107740168222,14.008778122258722,233.70982252911062,0.0,-104.26231483289298,0.11533880233764648,0.011812210083007812,11132
-71.55847873737055,0.12023472785949707,-71.55847873737055,-0.02684052288532257,-1.319312303849074e-08,92,11,-423.0894807514397,0.0,2.64345963670331,0.00658433,0.026840509692199532,0.35002537574109094,-48.20347430267848,14.061768160681382,37.610625638336714,0.0,-71.2001065862693,0.1203908920288086,0.01189732551574707,12144
-95.37543523956865,0.12553143501281738,-95.37543523956862,-0.04561622813344002,2.355914752172339e-08,92,12,-2063.36630731458,0.0,2.633616330595356,0.006795931,0.04561625169258754,0.10971285536470088,-49.672246796682046,13.924032869675976,214.69164109676933,0.0,-93.14203323109405,0.11357975006103516,0.012184381484985352,13156
-84.9787161824008,0.12502837181091309,-84.9787161824008,-0.03847503662109375,-3.3453989800591444e-08,92,13,-2043.4387589840487,0.0,2.607637066143775,0.008656769,0.03847500316710395,0.05407386464931585,-49.690069532679054,13.566955129129267,205.46124983937597,0.0,-83.32053376511865,0.1135563850402832,0.012542724609375,14168
-68.44754177614,0.11949729919433594,-68.44754177614,-0.019403915852308273,-1.5784628715209692e-08,92,14,-405.1384556164913,0.0,2.5591635722887847,0.009799896,0.019403900067679558,-1.0615492864713616,-47.92324034868541,12.925001963233871,36.251078090041716,0.0,-68.1198764473314,0.10843634605407715,0.011692285537719727,15180
-61.38079383482811,0.11595654487609863,-61.38079383482811,-0.0467897430062294,2.82709766707967e-09,92,15,-79.79491607150084,0.0,2.555193633430089,0.006713536,0.04678974583332707,0.9435795985066491,-47.035947097752704,12.873792212737753,6.904828992035362,0.0,-64.74194340573682,0.10106635093688965,0.010879755020141602,16192
-61.044886194612545,0.11686372756958008,-61.044886194612545,-0.04185457155108452,1.319312303849074e-08,92,16,-76.08053691143616,0.0,2.547711881253088,0.007147089,0.04185458474420756,0.9588329444465505,-44.992957509169756,12.777833108563861,6.067163614822666,0.0,-61.021842180989076,0.10728216171264648,0.011441230773925781,17204
-81.42078403729148,0.12696552276611328,-81.42078403729148,-0.04048119857907295,-7.5389277043314e-09,92,17,-2055.4120237418215,0.0,2.5410421620244565,0.0068541956,0.04048119104014525,0.09584214065941499,-47.89577296818787,12.692892130500919,207.0376065691378,0.0,-79.54108990938379,0.10898160934448242,0.012508153915405273,18216
-81.33739214059294,0.12044382095336914,-81.33739214059294,-0.024717988446354866,1.1190595117227531e-08,92,18,-2047.8908187277234,0.0,2.4979769137537056,0.007059429,0.024717999636949983,0.053861926116988035,-44.168867577397144,12.157872638652684,206.3966939326414,0.0,-79.34312011341737,0.10161209106445312,0.011537313461303711,19228
-60.07798260614313,0.11975812911987305,-60.077982606143145,-0.019075658172369003,3.6281086579492694e-08,92,19,-303.1422953815204,0.0,2.4694218692101035,0.006461835,0.019075694453455583,0.37188676397252585,-40.87741126266818,11.815613906467824,26.28370880393883,0.0,-59.758204508232915,0.10098600387573242,0.011546850204467773,20240
-81.51370100794117,0.11909008026123047,-81.51370100794117,-0.016737446188926697,-0.0,92,20,-2062.521116489395,0.0,2.4855599987648223,0.006410195,0.016737446188926697,0.010819095428945102,-42.66943331421799,12.00784274946905,208.38661339053309,0.0,-82.20035392479707,0.10119342803955078,0.011627674102783203,21252
-69.72617000358233,0.12031340599060059,-69.72617000358233,-0.01861129328608513,-2.35591479658126e-09,92,21,-1241.703838569618,0.0,2.4425654354773965,0.0070990287,0.018611290930170332,-0.2584099861633051,-45.60087246508849,11.502511875531168,123.23500887299997,0.0,-68.52326882273236,0.09688043594360352,0.011252164840698242,22264
-59.27037281305563,0.11749649047851562,-59.27037281305562,-0.016665518283843994,8.952476093782025e-09,92,22,-196.9207198749697,0.0,2.426691469938859,0.0099483365,0.016665527236320088,-0.8382369417922724,-44.29067474956704,11.321362977942158,16.08308725365446,0.0,-59.86129416133036,0.09843993186950684,0.011223554611206055,23276
-58.807731438314356,0.11968445777893066,-58.807731438314356,-0.039342157542705536,1.6255812695931127e-08,92,23,-81.51426911666505,0.0,2.4245716441761362,0.009962946,0.03934217379851823,0.9481265658277671,-43.281057040963866,11.297389080252907,6.17773508607125,0.0,-58.684025166824064,0.10112142562866211,0.011423826217651367,24288
-60.60369087747805,0.12010669708251953,-60.60369087747806,-0.02572779916226864,1.319312303849074e-08,92,24,-306.5668959864969,0.0,2.372420601222826,0.008569563,0.025727812355391677,0.3048778950732526,-41.75252389306407,10.72331776992757,27.06290953918534,0.0,-60.45290681267883,0.10227179527282715,0.011423110961914062,25300
-56.79079314905629,0.1188809871673584,-56.79079314905629,-0.01400095783174038,1.978968455773611e-08,92,25,-73.51057284714197,0.0,2.3815020534832017,0.0066923588,0.014000977621424937,0.8000011096700204,-44.02544827344107,10.82114460083876,6.15236548244536,0.0,-56.43402218139131,0.10092568397521973,0.011263370513916016,26312
-57.006794581733985,0.11880159378051758,-57.006794581733985,-0.028558630496263504,2.0260866762100704e-08,92,26,-94.47705101823797,0.0,2.3821415957726035,0.0065731113,0.028558650757130266,0.9450182356716541,-42.60002367997562,10.828067393904233,6.809158963243148,0.0,-57.07121061297824,0.09492039680480957,0.011178731918334961,27324
-77.21186390784577,0.11804437637329102,-77.21186390784577,-0.02973727323114872,-8.245701899056712e-09,92,27,-2041.8102104978104,0.0,2.3509748255311265,0.0064531546,0.02973726498544682,0.04516949657476432,-39.06314686230539,10.495796309561795,206.02738888221762,0.0,-75.59900758342106,0.09725809097290039,0.01129007339477539,28336
-121.86995163077907,0.11855602264404297,-121.86995163077906,-0.01322738453745842,-9.42365963041425e-10,92,28,-4057.8566750255586,0.0,2.2778699068212696,0.0064673778,0.013227383595092457,0.013759591555267403,-42.98684515512557,9.75587733338904,462.27275243800983,0.0,-116.64229322100704,0.09292888641357422,0.010952472686767578,29348
-55.56326234704839,0.11863398551940918,-55.56326234704839,-0.02119113691151142,-9.42365963041425e-10,92,29,-72.87252646784526,0.0,2.2310559419775196,0.009845436,0.021191135969145458,-122.11603301204477,-40.77562724554984,9.309691385025559,6.226177912290413,0.0,-75.74784496145391,0.09589409828186035,0.011144161224365234,30360
-54.72501396880977,0.11851620674133301,-54.72501396880977,-0.03878228738903999,4.417340271345438e-09,92,30,-73.99340295490634,0.0,2.215633829591774,0.006549587,0.038782291806380265,0.9625112902781053,-37.185820731620424,9.16721772444698,6.375959795723351,0.0,-55.073410273707644,0.09458494186401367,0.01120901107788086,31372
-74.79077272751422,0.11792802810668945,-74.79077272751422,-0.01676979847252369,-9.42365963041425e-10,92,31,-2055.8311601090068,0.0,2.2141224254261362,0.006502362,0.016769797530157726,0.003800883310133285,-37.45010432794216,9.153372818650631,207.7747905657685,0.0,-72.9618483421457,0.10529685020446777,0.012137413024902344,32384
-59.328393693200525,0.11960124969482422,-59.328393693200525,-0.02381121926009655,-4.71182959316252e-09,92,32,-521.7775682214763,0.0,2.2186486768157114,0.0065135173,0.023811214548266957,-2.299959571589145,-38.66019750778353,9.19489718906771,49.206824286465974,0.0,-58.793193435014494,0.10599899291992188,0.011955499649047852,33396
-55.22840515315205,0.11828422546386719,-55.22840515315205,-0.023093705996870995,-3.1569257430419384e-08,92,33,-68.96991907275849,0.0,2.2240735683516553,0.009079302,0.023093674427613564,0.6323728756143561,-39.60857769100587,9.24491405437318,5.913834248784947,0.0,-54.703245242728315,0.09768199920654297,0.011176109313964844,34408
-55.01642538018448,0.1183469295501709,-55.01642538018448,-0.03629850596189499,-2.82709766707967e-09,92,34,-99.97946320334165,0.0,2.2407125239315713,0.006561496,0.03629850313479732,0.9543831397585113,-37.22068463589331,9.400026645800528,7.878885919997793,0.0,-55.16842276154046,0.09981393814086914,0.011351346969604492,35420
-53.29416621888749,0.1186668872833252,-53.29416621888749,-0.036322545260190964,3.0626892133511774e-09,92,35,-71.39595138745099,0.0,2.2339060184041504,0.00664755,0.03632254832288018,0.9559707780575353,-42.490644086498925,9.336262563940226,6.293944745030164,0.0,-53.498660178665375,0.10416293144226074,0.01147150993347168,36432
-53.44667331253001,0.12102842330932617,-53.44667331253001,-0.021318277344107628,-4.240646500619505e-09,92,36,-84.33009272790247,0.0,2.2283059825067935,0.0073252637,0.021318273103461127,0.9359232474361008,-39.84216084387381,9.28412528001956,6.72944451774351,0.0,-53.221044713379214,0.10270214080810547,0.011889219284057617,37444
-55.63714429901188,0.12556195259094238,-55.63714429901188,-0.024445034563541412,-1.88473192608285e-09,92,37,-317.7122433582186,0.0,2.192193917135005,0.0068118176,0.024445032678809486,0.7405717775243534,-38.683587762711824,8.95483775139781,28.297353705017386,0.0,-55.34918287234453,0.10160660743713379,0.012691020965576172,38456
-74.11603043599212,0.11821842193603516,-74.1160304359921,-0.02409352920949459,-0.0,92,38,-2118.8579544648574,0.0,2.21249039842206,0.006642901,0.02409352920949459,0.010149718656859985,-36.800163632499356,9.13844645046324,214.4273715690747,0.0,-72.05551843430433,0.10061955451965332,0.011928319931030273,39468
-81.14584772873897,0.12330508232116699,-81.14584772873897,-0.025039801374077797,-3.298280759622685e-09,92,39,-2039.2064180382424,0.0,2.1861799036561265,0.006536169,0.025039798075797037,-0.30650823045396014,-37.461917745224866,8.901144853198378,209.36541378637853,0.0,-99.28286863106085,0.10609912872314453,0.012270689010620117,40480
-91.45670118478397,0.11892867088317871,-91.45670118478394,-0.031117016449570656,5.65419533415934e-09,92,40,-2059.328310462112,0.0,2.1572477921195654,0.009502833,0.03111702210376599,-0.5437385491884874,-40.08927601440606,8.647305695369042,229.20654359452482,0.0,-88.6551768164247,0.09988570213317871,0.01123952865600586,41492
-55.15426399454353,0.12043190002441406,-55.15426399454353,-0.01668938808143139,-1.1543982658679397e-08,92,41,-241.55613944504103,0.0,2.1390803039309536,0.0068156975,0.01668937653744873,-14.910224311581894,-41.51428593299508,8.491624322993824,20.559114751543184,0.0,-54.70603198017976,0.0982503890991211,0.011742115020751953,42504
-52.95584496332162,0.11847853660583496,-52.95584496332162,-0.02144591510295868,-4.711829815207125e-10,92,42,-67.14301684399166,0.0,2.088315941128335,0.006920281,0.021445914631775698,0.9269274701125003,-39.319750703315705,8.071311149392098,6.387022834783762,0.0,-53.093347190606835,0.09722208976745605,0.011382102966308594,43516
-51.59058707192541,0.11793208122253418,-51.59058707192541,-0.02283220738172531,1.130839066831868e-08,92,43,-88.26041538533869,0.0,2.04928552680336,0.0067246333,0.02283221869011598,0.9039633149533562,-38.78500771149685,7.762353131347873,7.101185925496344,0.0,-51.701731969347904,0.09575581550598145,0.011375188827514648,44528
-52.58267433624224,0.11852836608886719,-52.58267433624224,-0.01998108997941017,8.952476093782025e-09,92,44,-76.36075898279059,0.0,2.024561222362895,0.009866311,0.019981098931886265,0.878466162404744,-37.7048551592855,7.572787445769924,6.601928621519645,0.0,-52.603501812266394,0.09922409057617188,0.011262893676757812,45540
-52.485595655985115,0.11799478530883789,-52.48559565598513,-0.023979641497135162,-5.65419533415934e-09,92,45,-111.93927247061202,0.0,1.9643174725558918,0.009277439,0.023979635842939828,0.888934822158803,-38.859786497098646,7.1300444780034,10.729920839311514,0.0,-52.64243346207829,0.09668540954589844,0.011204957962036133,46552
-76.93845820202628,0.11936521530151367,-76.93845820202628,-0.012509522028267384,8.48129300123901e-09,92,46,-2059.1303383492173,0.0,1.9421881272387598,0.007021014,0.012509530509560385,0.00955338469771072,-39.535906174967295,6.973994274245835,209.72067082625605,0.0,-75.64605629068983,0.10600042343139648,0.011713266372680664,47564
-52.772788663703594,0.1184542179107666,-52.772788663703594,-0.020470157265663147,-9.188068084142742e-09,92,47,-141.09112375568125,0.0,1.9392930584933918,0.00978379,0.020470148077595063,-13.304702237982989,-40.347250782520476,6.953833279206881,11.214678751985337,0.0,-52.65021955700484,0.10283136367797852,0.011520147323608398,48576
-52.29192884867583,0.11728835105895996,-52.29192884867583,-0.03055959939956665,1.413548833539835e-09,92,48,-80.82556973178635,0.0,1.93589764621418,0.009489188,0.030559600813115484,0.924957182478847,-37.34999134154375,6.930262187735355,7.22223042457903,0.0,-51.81750358008766,0.09807896614074707,0.011208534240722656,49588
-93.81367489435179,0.11681008338928223,-93.81367489435179,-0.017819827422499657,1.1779573760861695e-08,92,49,-4056.0115078031363,0.0,1.9398806123394268,0.006740094,0.017819839202073418,0.006380011831821242,-39.40476507012936,6.95792023122938,415.39956243183764,0.0,-90.69846532168249,0.09946322441101074,0.011267423629760742,50600
-50.62584743867938,0.11736631393432617,-50.625847438679386,-0.016152672469615936,3.8165818949664754e-08,92,50,-85.8404968004147,0.0,1.9330446748394268,0.007351231,0.016152710635434886,-58.468001025444366,-38.594992106788325,6.910518525537624,7.2374754037468,0.0,-90.55607326563585,0.09915757179260254,0.011212587356567383,51612
